nRectangles: 101
Coordinates:
{-1.000000, -1.000000, 0.000000} {1.000000, -1.000000, 0.000000} {1.000000, 1.000000, 0.000000} {-1.000000, 1.000000, 0.000000}
{1.153336, 0.824111, -0.100000} {1.860443, 1.531218, -0.100000} {1.860443, 1.531218, 0.100000} {1.153336, 0.824111, 0.100000}
{-1.427606, -0.764869, -0.100000} {-0.720499, -1.471975, -0.100000} {-0.720499, -1.471975, 0.100000} {-1.427606, -0.764869, 0.100000}
{-0.477476, -0.604986, -0.100000} {0.229631, 0.102121, -0.100000} {0.229631, 0.102121, 0.100000} {-0.477476, -0.604986, 0.100000}
{-0.461325, 0.461023, -0.100000} {0.245782, -0.246084, -0.100000} {0.245782, -0.246084, 0.100000} {-0.461325, 0.461023, 0.100000}
{-0.974086, -0.703184, -0.100000} {-0.266979, 0.003923, -0.100000} {-0.266979, 0.003923, 0.100000} {-0.974086, -0.703184, 0.100000}
{-0.584689, 1.332694, -0.100000} {0.122418, 0.625587, -0.100000} {0.122418, 0.625587, 0.100000} {-0.584689, 1.332694, 0.100000}
{0.809748, -0.160476, -0.100000} {1.516855, 0.546631, -0.100000} {1.516855, 0.546631, 0.100000} {0.809748, -0.160476, 0.100000}
{1.453119, 1.199674, -0.100000} {2.160225, 0.492567, -0.100000} {2.160225, 0.492567, 0.100000} {1.453119, 1.199674, 0.100000}
{1.010160, 1.374049, -0.100000} {1.717267, 2.081156, -0.100000} {1.717267, 2.081156, 0.100000} {1.010160, 1.374049, 0.100000}
{-1.339163, 0.028724, -0.100000} {-0.632057, -0.678383, -0.100000} {-0.632057, -0.678383, 0.100000} {-1.339163, 0.028724, 0.100000}
{1.141070, 1.031852, -0.100000} {1.848177, 1.738959, -0.100000} {1.848177, 1.738959, 0.100000} {1.141070, 1.031852, 0.100000}
{0.922190, 0.601886, -0.100000} {1.629297, -0.105221, -0.100000} {1.629297, -0.105221, 0.100000} {0.922190, 0.601886, 0.100000}
{0.569932, -0.814036, -0.100000} {1.277039, -0.106929, -0.100000} {1.277039, -0.106929, 0.100000} {0.569932, -0.814036, 0.100000}
{-0.192894, -1.371895, -0.100000} {0.514213, -2.079002, -0.100000} {0.514213, -2.079002, 0.100000} {-0.192894, -1.371895, 0.100000}
{0.496901, 0.884759, -0.100000} {1.204007, 1.591866, -0.100000} {1.204007, 1.591866, 0.100000} {0.496901, 0.884759, 0.100000}
{0.213303, -0.049772, -0.100000} {0.920409, -0.756879, -0.100000} {0.920409, -0.756879, 0.100000} {0.213303, -0.049772, 0.100000}
{1.309594, 0.490112, -0.100000} {2.016701, 1.197219, -0.100000} {2.016701, 1.197219, 0.100000} {1.309594, 0.490112, 0.100000}
{-0.507521, 0.694739, -0.100000} {0.199586, -0.012368, -0.100000} {0.199586, -0.012368, 0.100000} {-0.507521, 0.694739, 0.100000}
{-0.307748, -1.023447, -0.100000} {0.399359, -0.316340, -0.100000} {0.399359, -0.316340, 0.100000} {-0.307748, -1.023447, 0.100000}
{-0.665357, 1.213509, -0.100000} {0.041750, 0.506402, -0.100000} {0.041750, 0.506402, 0.100000} {-0.665357, 1.213509, 0.100000}
