nRectangles: 101
Coordinates:
{0.451499, -0.623460, -0.100000} {1.158606, 0.083647, -0.100000} {1.158606, 0.083647, 0.100000} {0.451499, -0.623460, 0.100000}
{-0.350534, 0.843250, -0.100000} {0.356573, 0.136143, -0.100000} {0.356573, 0.136143, 0.100000} {-0.350534, 0.843250, 0.100000}
{0.024074, 1.203018, -0.100000} {0.731181, 1.910125, -0.100000} {0.731181, 1.910125, 0.100000} {0.024074, 1.203018, 0.100000}
{0.161589, 0.917255, -0.100000} {0.868695, 0.210148, -0.100000} {0.868695, 0.210148, 0.100000} {0.161589, 0.917255, 0.100000}
{-0.873985, 1.266433, -0.100000} {-0.166878, 1.973540, -0.100000} {-0.166878, 1.973540, 0.100000} {-0.873985, 1.266433, 0.100000}
{1.037996, -0.360854, -0.100000} {1.745103, -1.067961, -0.100000} {1.745103, -1.067961, 0.100000} {1.037996, -0.360854, 0.100000}
{-1.385879, 1.245447, -0.100000} {-0.678772, 1.952553, -0.100000} {-0.678772, 1.952553, 0.100000} {-1.385879, 1.245447, 0.100000}
{1.350530, -1.147354, -0.100000} {2.057637, -1.854461, -0.100000} {2.057637, -1.854461, 0.100000} {1.350530, -1.147354, 0.100000}
{0.332792, -1.148853, -0.100000} {1.039899, -0.441746, -0.100000} {1.039899, -0.441746, 0.100000} {0.332792, -1.148853, 0.100000}
{-0.518336, 1.455148, -0.100000} {0.188771, 0.748041, -0.100000} {0.188771, 0.748041, 0.100000} {-0.518336, 1.455148, 0.100000}
{0.016729, 0.969894, -0.100000} {0.723836, 1.677001, -0.100000} {0.723836, 1.677001, 0.100000} {0.016729, 0.969894, 0.100000}
{0.184997, -0.398363, -0.100000} {0.892104, -1.105469, -0.100000} {0.892104, -1.105469, 0.100000} {0.184997, -0.398363, 0.100000}
{-1.433985, -1.110670, -0.100000} {-0.726878, -0.403563, -0.100000} {-0.726878, -0.403563, 0.100000} {-1.433985, -1.110670, 0.100000}
{-0.367008, -0.406503, -0.100000} {0.340099, -1.113610, -0.100000} {0.340099, -1.113610, 0.100000} {-0.367008, -0.406503, 0.100000}
{0.467854, 0.325491, -0.100000} {1.174961, 1.032598, -0.100000} {1.174961, 1.032598, 0.100000} {0.467854, 0.325491, 0.100000}
{-1.391290, -1.334125, -0.100000} {-0.684183, -2.041232, -0.100000} {-0.684183, -2.041232, 0.100000} {-1.391290, -1.334125, 0.100000}
{-0.551311, -0.748898, -0.100000} {0.155795, -0.041791, -0.100000} {0.155795, -0.041791, 0.100000} {-0.551311, -0.748898, 0.100000}
{0.926956, -1.139192, -0.100000} {1.634063, -1.846298, -0.100000} {1.634063, -1.846298, 0.100000} {0.926956, -1.139192, 0.100000}
{-1.020004, -1.273850, -0.100000} {-0.312897, -0.566743, -0.100000} {-0.312897, -0.566743, 0.100000} {-1.020004, -1.273850, 0.100000}
{-0.458618, 1.407102, -0.100000} {0.248489, 0.699995, -0.100000} {0.248489, 0.699995, 0.100000} {-0.458618, 1.407102, 0.100000}
{1.067585, 0.580386, -0.100000} {1.774692, 1.287493, -0.100000} {1.774692, 1.287493, 0.100000} {1.067585, 0.580386, 0.100000}
{-0.519876, 0.487120, -0.100000} {0.187231, -0.219986, -0.100000} {0.187231, -0.219986, 0.100000} {-0.519876, 0.487120, 0.100000}
{0.847371, 1.111172, -0.100000} {1.554478, 1.818279, -0.100000} {1.554478, 1.818279, 0.100000} {0.847371, 1.111172, 0.100000}
{-1.461996, -0.108280, -0.100000} {-0.754889, -0.815387, -0.100000} {-0.754889, -0.815387, 0.100000} {-1.461996, -0.108280, 0.100000}
{1.432203, 0.323294, -0.100000} {2.139310, 1.030401, -0.100000} {2.139310, 1.030401, 0.100000} {1.432203, 0.323294, 0.100000}
{0.923620, 1.354023, -0.100000} {1.630726, 0.646916, -0.100000} {1.630726, 0.646916, 0.100000} {0.923620, 1.354023, 0.100000}
{1.459074, -0.363931, -0.100000} {2.166181, 0.343176, -0.100000} {2.166181, 0.343176, 0.100000} {1.459074, -0.363931, 0.100000}
{-1.487627, 1.321959, -0.100000} {-0.780520, 0.614852, -0.100000} {-0.780520, 0.614852, 0.100000} {-1.487627, 1.321959, 0.100000}
{-0.330114, -0.935204, -0.100000} {0.376992, -0.228097, -0.100000} {0.376992, -0.228097, 0.100000} {-0.330114, -0.935204, 0.100000}
{-1.354647, 1.288883, -0.100000} {-0.647540, 0.581776, -0.100000} {-0.647540, 0.581776, 0.100000} {-1.354647, 1.288883, 0.100000}
{-0.110322, -1.012166, -0.100000} {0.596784, -0.305060, -0.100000} {0.596784, -0.305060, 0.100000} {-0.110322, -1.012166, 0.100000}
{0.707385, 0.935316, -0.100000} {1.414492, 0.228210, -0.100000} {1.414492, 0.228210, 0.100000} {0.707385, 0.935316, 0.100000}
{-1.397714, 0.607343, -0.100000} {-0.690607, 1.314450, -0.100000} {-0.690607, 1.314450, 0.100000} {-1.397714, 0.607343, 0.100000}
{1.411644, -0.761028, -0.100000} {2.118751, -1.468135, -0.100000} {2.118751, -1.468135, 0.100000} {1.411644, -0.761028, 0.100000}
{0.153523, -0.367945, -0.100000} {0.860629, 0.339162, -0.100000} {0.860629, 0.339162, 0.100000} {0.153523, -0.367945, 0.100000}
{0.104270, -0.667627, -0.100000} {0.811377, -1.374733, -0.100000} {0.811377, -1.374733, 0.100000} {0.104270, -0.667627, 0.100000}
{0.926201, 0.450143, -0.100000} {1.633308, 1.157250, -0.100000} {1.633308, 1.157250, 0.100000} {0.926201, 0.450143, 0.100000}
{0.114499, -0.122449, -0.100000} {0.821606, -0.829556, -0.100000} {0.821606, -0.829556, 0.100000} {0.114499, -0.122449, 0.100000}
{-0.281890, -0.057109, -0.100000} {0.425216, 0.649998, -0.100000} {0.425216, 0.649998, 0.100000} {-0.281890, -0.057109, 0.100000}
{-0.770539, -0.508780, -0.100000} {-0.063432, -1.215887, -0.100000} {-0.063432, -1.215887, 0.100000} {-0.770539, -0.508780, 0.100000}
{0.996123, 1.470568, -0.100000} {1.703230, 2.177675, -0.100000} {1.703230, 2.177675, 0.100000} {0.996123, 1.470568, 0.100000}
{0.965439, -0.312388, -0.100000} {1.672546, -1.019495, -0.100000} {1.672546, -1.019495, 0.100000} {0.965439, -0.312388, 0.100000}
{-1.459859, -0.921575, -0.100000} {-0.752752, -0.214468, -0.100000} {-0.752752, -0.214468, 0.100000} {-1.459859, -0.921575, 0.100000}
{0.425093, 0.845817, -0.100000} {1.132199, 0.138710, -0.100000} {1.132199, 0.138710, 0.100000} {0.425093, 0.845817, 0.100000}
{0.074268, 0.912617, -0.100000} {0.781375, 1.619723, -0.100000} {0.781375, 1.619723, 0.100000} {0.074268, 0.912617, 0.100000}
{-1.440693, 0.459522, -0.100000} {-0.733586, -0.247585, -0.100000} {-0.733586, -0.247585, 0.100000} {-1.440693, 0.459522, 0.100000}
{0.371005, 1.335795, -0.100000} {1.078112, 2.042901, -0.100000} {1.078112, 2.042901, 0.100000} {0.371005, 1.335795, 0.100000}
{-0.972136, -0.163439, -0.100000} {-0.265029, -0.870546, -0.100000} {-0.265029, -0.870546, 0.100000} {-0.972136, -0.163439, 0.100000}
{-0.295308, -1.328476, -0.100000} {0.411799, -0.621370, -0.100000} {0.411799, -0.621370, 0.100000} {-0.295308, -1.328476, 0.100000}
{-0.474888, 0.739290, -0.100000} {0.232219, 0.032183, -0.100000} {0.232219, 0.032183, 0.100000} {-0.474888, 0.739290, 0.100000}
{-0.343004, -0.687555, -0.100000} {0.364102, 0.019551, -0.100000} {0.364102, 0.019551, 0.100000} {-0.343004, -0.687555, 0.100000}
{0.621457, -1.349971, -0.100000} {1.328564, -2.057077, -0.100000} {1.328564, -2.057077, 0.100000} {0.621457, -1.349971, 0.100000}
{0.233318, 1.035824, -0.100000} {0.940425, 1.742931, -0.100000} {0.940425, 1.742931, 0.100000} {0.233318, 1.035824, 0.100000}
{-0.016380, 1.323978, -0.100000} {0.690727, 0.616871, -0.100000} {0.690727, 0.616871, 0.100000} {-0.016380, 1.323978, 0.100000}
{-0.960513, -1.078646, -0.100000} {-0.253406, -0.371539, -0.100000} {-0.253406, -0.371539, 0.100000} {-0.960513, -1.078646, 0.100000}
{-1.262750, 0.784933, -0.100000} {-0.555644, 0.077826, -0.100000} {-0.555644, 0.077826, 0.100000} {-1.262750, 0.784933, 0.100000}
{-0.208846, 1.068581, -0.100000} {0.498260, 1.775687, -0.100000} {0.498260, 1.775687, 0.100000} {-0.208846, 1.068581, 0.100000}
{1.042868, 0.187633, -0.100000} {1.749974, -0.519474, -0.100000} {1.749974, -0.519474, 0.100000} {1.042868, 0.187633, 0.100000}
{-0.645497, 0.087672, -0.100000} {0.061610, 0.794778, -0.100000} {0.061610, 0.794778, 0.100000} {-0.645497, 0.087672, 0.100000}
{-0.123147, 0.032040, -0.100000} {0.583960, -0.675067, -0.100000} {0.583960, -0.675067, 0.100000} {-0.123147, 0.032040, 0.100000}
{0.482075, -1.241102, -0.100000} {1.189182, -0.533995, -0.100000} {1.189182, -0.533995, 0.100000} {0.482075, -1.241102, 0.100000}
{-0.700981, -1.254109, -0.100000} {0.006126, -1.961215, -0.100000} {0.006126, -1.961215, 0.100000} {-0.700981, -1.254109, 0.100000}
{-0.045371, 0.454222, -0.100000} {0.661736, 1.161329, -0.100000} {0.661736, 1.161329, 0.100000} {-0.045371, 0.454222, 0.100000}
{1.208401, -0.136920, -0.100000} {1.915508, -0.844027, -0.100000} {1.915508, -0.844027, 0.100000} {1.208401, -0.136920, 0.100000}
{-0.716763, -0.228976, -0.100000} {-0.009656, 0.478131, -0.100000} {-0.009656, 0.478131, 0.100000} {-0.716763, -0.228976, 0.100000}
{1.173047, -0.432268, -0.100000} {1.880154, -1.139374, -0.100000} {1.880154, -1.139374, 0.100000} {1.173047, -0.432268, 0.100000}
{-0.802678, -1.126794, -0.100000} {-0.095571, -0.419687, -0.100000} {-0.095571, -0.419687, 0.100000} {-0.802678, -1.126794, 0.100000}
{-1.305346, -0.364383, -0.100000} {-0.598239, -1.071490, -0.100000} {-0.598239, -1.071490, 0.100000} {-1.305346, -0.364383, 0.100000}
{-0.939002, -0.043770, -0.100000} {-0.231896, 0.663337, -0.100000} {-0.231896, 0.663337, 0.100000} {-0.939002, -0.043770, 0.100000}
{-1.019440, 1.208458, -0.100000} {-0.312334, 0.501352, -0.100000} {-0.312334, 0.501352, 0.100000} {-1.019440, 1.208458, 0.100000}
{-0.720072, 1.249102, -0.100000} {-0.012965, 1.956208, -0.100000} {-0.012965, 1.956208, 0.100000} {-0.720072, 1.249102, 0.100000}
{-0.013404, -0.395693, -0.100000} {0.693703, -1.102800, -0.100000} {0.693703, -1.102800, 0.100000} {-0.013404, -0.395693, 0.100000}
{0.890402, 1.295860, -0.100000} {1.597509, 2.002966, -0.100000} {1.597509, 2.002966, 0.100000} {0.890402, 1.295860, 0.100000}
{0.002333, -0.033926, -0.100000} {0.709440, -0.741033, -0.100000} {0.709440, -0.741033, 0.100000} {0.002333, -0.033926, 0.100000}
{-1.284199, 0.299755, -0.100000} {-0.577092, 1.006862, -0.100000} {-0.577092, 1.006862, 0.100000} {-1.284199, 0.299755, 0.100000}
{1.162032, 1.353659, -0.100000} {1.869139, 0.646552, -0.100000} {1.869139, 0.646552, 0.100000} {1.162032, 1.353659, 0.100000}
{-0.430158, 1.140102, -0.100000} {0.276949, 1.847209, -0.100000} {0.276949, 1.847209, 0.100000} {-0.430158, 1.140102, 0.100000}
{-0.513430, -0.973338, -0.100000} {0.193676, -1.680445, -0.100000} {0.193676, -1.680445, 0.100000} {-0.513430, -0.973338, 0.100000}
{0.432065, -0.746404, -0.100000} {1.139172, -0.039298, -0.100000} {1.139172, -0.039298, 0.100000} {0.432065, -0.746404, 0.100000}
{-0.884054, 0.500106, -0.100000} {-0.176948, -0.207001, -0.100000} {-0.176948, -0.207001, 0.100000} {-0.884054, 0.500106, 0.100000}
